inmobiliaria_nombre,inmobiliaria_imagen,proyecto_nombre,proyecto_etapa,proyecto_precio,proyecto_direccion,proyecto_link,proyecto_imagen,proyecto_distrito,ubigeo_id
GRUPO MG,https://e.nexoinmobiliario.pe/customers/grupo-mg/logo-164-20231027061802.jpg,LUMA - SAN MIGUEL,En Planos,214650,Av. La Paz 1641,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3796-luma-san-miguel-san-miguel-lima-lima-grupo-mg,https://e.nexoinmobiliario.pe/customers/grupo-mg/3796-luma-san-miguel/departamentos-san-miguel-68f7bc577175b_xm.jpg,San Miguel,150136
GRUPO BROCKSA,https://e.nexoinmobiliario.pe/customers/grupo-brocksa/logo-380-20231027061809.jpg,SERIE 20,En Planos,215500,"Calle Mollocmarca 355, San Miguel",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3811-serie-20-san-miguel-lima-lima-grupo-brocksa,https://e.nexoinmobiliario.pe/customers/grupo-brocksa/3811-serie-20/departamentos-san-miguel-6908e4834cba7_xm.jpg,San Miguel,150136
CISSAC,https://e.nexoinmobiliario.pe/customers/cissac/logo-19-20250912110843.jpg,Condominio Libertad 2515,En Planos,210000,Av. Libertad 2515 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3813-condominio-libertad-2515-san-miguel-lima-lima-cissac,https://e.nexoinmobiliario.pe/customers/corporacion-inmobiliaria-sudamericana-s-a-c/3813-condominio-libertad-2515/departamentos-san-miguel-68951ce2c032c_xm.jpg,San Miguel,150136
REYNA GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/reyna-grupo-inmobiliario/logo-376-20250912122737.jpg,NAÄRA,En Planos,189483,Av universitaria 383,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3818-na-ra-san-miguel-lima-lima-reyna-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/reyna-grupo-inmobiliario/3818-na-ra/departamentos-san-miguel-68d2df96a6f92_xm.jpg,San Miguel,150136
EVERGRAN GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/evergran-grupo-inmobiliario/logo-339-20240410165450.png,La Marina 3420,En Planos,210000,La Marina 3420,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3820-la-marina-3420-san-miguel-lima-lima-evergran-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/evergran-grupo-inmobiliario/3820-la-marina-3420/departamentos-san-miguel-683727ad2a316_xm.jpg,San Miguel,150136
MULTIURBE,https://e.nexoinmobiliario.pe/customers/multiurbe/logo-538-20250731124043.png,Residencial Leyendas II,En Planos,285866,Calle Cayrucachi 186 . San Miguel,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3871-residencial-leyendas-ii-san-miguel-lima-lima-multiurbe,https://e.nexoinmobiliario.pe/customers/multiurbe/3871-residencial-leyendas-ii/departamentos-san-miguel-688baa2062f37_xm.jpg,San Miguel,150136
INIZIA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/inizia/logo-533-20240313155802.png,ASTRA,En Planos,325500,Av. Monseñor Jorge Dintilhac 555,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3888-astra-san-miguel-lima-lima-inizia-inmobiliaria,https://e.nexoinmobiliario.pe/customers/inizia/3888-astra/departamentos-san-miguel-68b73d868c43e_xm.jpg,San Miguel,150136
GRUPO T&C,https://e.nexoinmobiliario.pe/customers/grupo-t-c/logo-63-20251201094022.png,Costanova,En Planos,152195,Av. Costanera 1690,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3892-costanova-san-miguel-lima-lima-grupo-t-c,https://e.nexoinmobiliario.pe/customers/grupo-t-c/3892-costanova/departamentos-san-miguel-68c05a65a9caa_xm.jpg,San Miguel,150136
IMAGINA,https://e.nexoinmobiliario.pe/customers/imagina/logo-186-20250912114720.jpg,Concepto Ocean Breath,En Planos,261415,Av. Costanera 2880,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3896-concepto-ocean-breath-san-miguel-lima-lima-imagina,https://e.nexoinmobiliario.pe/customers/inversiones-inmobiliarias-del-peru-s-a/3896-concepto-ocean-breath/departamentos-san-miguel-6890c709a7949_xm.jpg,San Miguel,150136
FORTEM GESTORA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/fortem-gestora-inmobiliaria/logo-549-20251009183824.png,PORTOFINO,En Planos,253425,Jiron San Martin 360 San Miguel,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3916-portofino-san-miguel-lima-lima-fortem-gestora-inmobiliaria,https://e.nexoinmobiliario.pe/customers/fortem-gestora-inmobiliaria/3916-portofino/departamentos-san-miguel-68ddb7e49d21f_xm.jpg,San Miguel,150136
OLED INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/oled-inmobiliaria/logo-354-20231027061808.jpg,Natural Urban,En Planos,264000,Av. de los Patriotas 757,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3936-natural-urban-san-miguel-lima-lima-oled-inmobiliaria,https://e.nexoinmobiliario.pe/customers/oled-inmobiliaria/3936-natural-urban/departamentos-san-miguel-6924930693380_xm.jpg,San Miguel,150136
MULTIURBE,https://e.nexoinmobiliario.pe/customers/multiurbe/logo-538-20250731124043.png,Polo Park,En Planos,281900,"Jr. Incahuasi N° 280 - 286, San Miguel.",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3957-polo-park-san-miguel-lima-lima-multiurbe,https://e.nexoinmobiliario.pe/customers/multiurbe/3957-polo-park/departamentos-san-miguel-6914f73e5560a_xm.jpg,San Miguel,150136
GRUPO BROCKSA,https://e.nexoinmobiliario.pe/customers/grupo-brocksa/logo-380-20231027061809.jpg,SERIE 21,En Planos,179000,"Renan Elias Olivera 198, San Miguel",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3966-serie-21-san-miguel-lima-lima-grupo-brocksa,https://e.nexoinmobiliario.pe/customers/grupo-brocksa/3966-serie-21/departamentos-san-miguel-6908e45b966e8_xm.jpg,San Miguel,150136
MADRID INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/madrid-inmobiliaria/logo-61-20250912112211.jpg,Stellia,En Planos,282000,Jirón Carlos Gonzáles Candamo 245,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3985-stellia-san-miguel-lima-lima-madrid-inmobiliaria,https://e.nexoinmobiliario.pe/customers/madrid-inmobiliaria/3985-stellia/departamentos-san-miguel-69139acf19198_xm.jpg,San Miguel,150136
VITAIN,https://e.nexoinmobiliario.pe/customers/vitain/logo-117-20250912113553.jpg,Edificio New Limit,En Planos,291765,Jr. San Martín 650,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-4002-edificio-new-limit-san-miguel-lima-lima-vitain,https://e.nexoinmobiliario.pe/customers/vitain/4002-edificio-new-limit/departamentos-san-miguel-6908c5578a44f_xm.jpg,San Miguel,150136
ASTER HOMES,https://e.nexoinmobiliario.pe/customers/aster-homes/logo-546-20250704111347.jpg,ASTER COSTANERA,En Planos,304972,"Av. Costanera 1010, San Miguel",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-4006-aster-costanera-san-miguel-lima-lima-aster-homes,https://e.nexoinmobiliario.pe/customers/aster-homes/4006-aster-costanera/departamentos-san-miguel-6908e1fdca229_xm.jpg,San Miguel,150136
LOS PORTALES DEPARTAMENTOS,https://e.nexoinmobiliario.pe/customers/los-portales-departamentos/logo-350-20250912122110.jpg,Gran Jardín Ticino 2,En Planos,280500,calle ticino 167,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3777-gran-jardin-ticino-2-santa-anita-lima-lima-los-portales-departamentos,https://e.nexoinmobiliario.pe/customers/los-portales-construye-s-a-c/3777-gran-jardin-ticino-2/departamentos-santa-anita-67f3f2b1020a0_xm.jpg,Santa Anita,150137
GRUPO T&C,https://e.nexoinmobiliario.pe/customers/grupo-t-c/logo-63-20251201094022.png,IQ SURCO OFICINAS,En Construcción,282407,Av Encalada cuadra 13 cruce con Aldebarán,https://nexoinmobiliario.pe/proyecto/venta-de-oficina-1488-iq-surco-oficinas-santiago-de-surco-lima-lima-grupo-t-c,https://e.nexoinmobiliario.pe/customers/grupo-t-c/1488-iq-surco-oficinas/oficinas-santiago-de-surco-682756239d17e_xm.jpg,Santiago De Surco,150140
ARQUIMIA,https://e.nexoinmobiliario.pe/customers/arquimia/logo-243-20231027061804.jpg,MUV,Entrega Inmediata,467360,"Av. Nicolas Rodrigo 250, Monterrico",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1689-muv-santiago-de-surco-lima-lima-arquimia,https://e.nexoinmobiliario.pe/customers/arquimia/1689-muv/departamentos-santiago-de-surco-66df196b117a9_xm.jpg,Santiago De Surco,150140
GRUPO T&C,https://e.nexoinmobiliario.pe/customers/grupo-t-c/logo-63-20251201094022.png,HILLS CAMACHO,Entrega Inmediata,681753,Av. javier prado este 294,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1740-hills-camacho-santiago-de-surco-lima-lima-grupo-t-c,https://e.nexoinmobiliario.pe/customers/grupo-t-c/1740-hills-camacho/departamentos-santiago-de-surco-6865b798953a2_xm.jpg,Santiago De Surco,150140
AKAMAI,https://e.nexoinmobiliario.pe/customers/akamai/logo-388-20231027061810.jpg,Simplicity,Entrega Inmediata,541178,manuel olguin 485,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1976-simplicity-santiago-de-surco-lima-lima-akamai,https://e.nexoinmobiliario.pe/customers/akamai/1976-simplicity/departamentos-santiago-de-surco-690a7548d92e2_xm.jpg,Santiago De Surco,150140
SEMBRA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/logo-428-20241129155138.jpeg,INIZZIO,Entrega Inmediata,581570,Caminos del Inca 236,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2316-inizzio-santiago-de-surco-lima-lima-sembra-inmobiliaria,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/2316-inizzio/departamentos-santiago-de-surco-6679f6924ec02_xm.jpg,Santiago De Surco,150140
V&V GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/logo-130-20231031163109.jpg,PASEO DE LA ARBOLEDA 6,Entrega Inmediata,381000,jr combate de angamos 542,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2361-paseo-de-la-arboleda-6-santiago-de-surco-lima-lima-v-v-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/2361-paseo-de-la-arboleda-4/departamentos-santiago-de-surco-652700377ef3d_xm.jpg,Santiago De Surco,150140
PAQARI INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/paqari-inmobiliaria/logo-256-20250912115943.png,Samay,En Planos,242827,Av. Gral. Edmundo Aguilar Pastor 407,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2370-samay-santiago-de-surco-lima-lima-paqari-inmobiliaria,https://e.nexoinmobiliario.pe/customers/paqari-desarrollo-inmobiliario-sac/2370-samay/departamentos-santiago-de-surco-650c79591114f_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ee-inmobiliaria/logo-366-20250912122354.jpg,BALBOA,Entrega Inmediata,349000,"P.º de la Republica 6715, Santiago de Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2378-balboa-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/2378-balboa/departamentos-santiago-de-surco-689ca7cadfb1d_xm.jpg,Santiago De Surco,150140
VITAIN,https://e.nexoinmobiliario.pe/customers/vitain/logo-117-20250912113553.jpg,Edificio InTower,Entrega Inmediata,578096,Jiron Morro Solar 133,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2379-edificio-intower-santiago-de-surco-lima-lima-vitain,https://e.nexoinmobiliario.pe/customers/vitain/2379-edificio-intower/departamentos-santiago-de-surco-6904be75a4f3f_xm.jpg,Santiago De Surco,150140
AKAMAI,https://e.nexoinmobiliario.pe/customers/akamai/logo-388-20231027061810.jpg,BONGO CONDOMINIO,En Construcción,331800,"Peña Rivera 400, 15049  Surco - Santiago De Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2387-bongo-condominio-santiago-de-surco-lima-lima-akamai,https://e.nexoinmobiliario.pe/customers/akamai/2387-bongo-condominio/departamentos-santiago-de-surco-690a635a1a8ad_xm.jpg,Santiago De Surco,150140
VERDANT INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/verdant-inmobiliaria/logo-202-20241211103008.jpg,Seed Growing Home,Entrega Inmediata,745000,Jr. República de Líbano 173,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2451-seed-growing-home-santiago-de-surco-lima-lima-verdant-inmobiliaria,https://e.nexoinmobiliario.pe/customers/verdant-inmobiliaria/2451-seed-growing-home/departamentos-santiago-de-surco-682382159379e_xm.jpg,Santiago De Surco,150140
CISSAC,https://e.nexoinmobiliario.pe/customers/cissac/logo-19-20250912110843.jpg,CasaParq  Monterrico II,Entrega Inmediata,754000,Cruce de Cristobal de Peralta norte esquina con Jerónimo de Aliaga norte Chacarilla,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2475-casaparq-monterrico-ii-santiago-de-surco-lima-lima-cissac,https://e.nexoinmobiliario.pe/customers/corporacion-inmobiliaria-sudamericana-s-a-c/2475-casaparq-monterrico-ii/departamentos-santiago-de-surco-6706c769c0634_xm.jpg,Santiago De Surco,150140
TRIBECA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/tribeca-inmobiliaria/logo-469-20240117125307.png,HIGH LINE,En Construcción,444087,Av. Caminos del Inca 508 esquina con Jr. Cañón del Pato,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2706-high-line-santiago-de-surco-lima-lima-tribeca-inmobiliaria,https://e.nexoinmobiliario.pe/customers/tribeca-inmobiliaria/2706-high-line/departamentos-santiago-de-surco-67916261469ba_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ee-inmobiliaria/logo-366-20250912122354.jpg,Monte Real,Entrega Inmediata,970000,"Jr. Monte Real 265, Santiago de Surco, Lima",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2728-monte-real-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/2728-monte-real/departamentos-santiago-de-surco-689ca8626e4c0_xm.jpg,Santiago De Surco,150140
XYZ INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/xyz-inmobiliaria/logo-305-20231027061807.jpg,Tomasal 1074,Entrega Inmediata,790000,jirón Tomasal 1074 - Santiago de Surco,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2773-tomasal-1074-santiago-de-surco-lima-lima-xyz-inmobiliaria,https://e.nexoinmobiliario.pe/customers/xyz-inmobiliaria/2773-tomasal-1074/departamentos-santiago-de-surco-68efe09427497_xm.jpg,Santiago De Surco,150140
IFI INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ifi-inmobiliaria/logo-409-20250912123216.jpg,ZANTE,Entrega Inmediata,1038000,"Av. Paseo la Castellana 243, surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2794-zante-santiago-de-surco-lima-lima-ifi-inmobiliaria,https://e.nexoinmobiliario.pe/customers/ifi-inmobiliaria/2794-zante/departamentos-santiago-de-surco-68f7991577f7d_xm.jpg,Santiago De Surco,150140
V&V GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/logo-130-20231031163109.jpg,DERBY 182,En Construcción,470000,Derby 182,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2800-derby-182-santiago-de-surco-lima-lima-v-v-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/2800-derby-182/departamentos-santiago-de-surco-67e311ca58bcf_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ee-inmobiliaria/logo-366-20250912122354.jpg,Castellana 173,Entrega Inmediata,1020000,Av. La Castellana 173,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3024-castellana-173-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/3024-castellana-173/departamentos-santiago-de-surco-689ca96c0984b_xm.jpg,Santiago De Surco,150140
GRUPO T&C,https://e.nexoinmobiliario.pe/customers/grupo-t-c/logo-63-20251201094022.png,LOOK&FEEL - Etapa 2,En Construcción,393961,Av. Encalada 1344. Surco ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3030-look-feel-etapa-2-santiago-de-surco-lima-lima-grupo-t-c,https://e.nexoinmobiliario.pe/customers/grupo-t-c/3030-look-feel-etapa-2/departamentos-santiago-de-surco-68b70ce6cecc2_xm.jpg,Santiago De Surco,150140
LA VENTUROSA,https://e.nexoinmobiliario.pe/customers/la-venturosa/logo-13-20250912110414.jpg,Condominio Villalegre,En Construcción,283288,Esquina Jiron Dextre con Calle Daniel Mendoza (A 1 cuadra del Parque Villa Alegre),https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3203-condominio-villalegre-santiago-de-surco-lima-lima-la-venturosa,https://e.nexoinmobiliario.pe/customers/la-venturosa-sa/3203-condominio-villalegre/departamentos-santiago-de-surco-6643e7ae31c29_xm.jpg,Santiago De Surco,150140
INMOBILIARIA AYD,https://e.nexoinmobiliario.pe/customers/inmobiliaria-arquitectura-y-diseno/logo-352-20210622090007.png,Bartolomé Herrera 266,En Construcción,728160,Jiron bartolome herrera 266,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3204-bartolome-herrera-266-santiago-de-surco-lima-lima-inmobiliaria-ayd,https://e.nexoinmobiliario.pe/customers/inmobiliaria-arquitectura-y-diseno/3204-bartolome-herrera-266/departamentos-santiago-de-surco-691f23531aaa1_xm.jpg,Santiago De Surco,150140
ARQUIMIA,https://e.nexoinmobiliario.pe/customers/arquimia/logo-243-20231027061804.jpg,WOW,En Planos,468000,"Jr. Nicolás Rodrigo 250, Monterrico",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3236-wow-santiago-de-surco-lima-lima-arquimia,https://e.nexoinmobiliario.pe/customers/arquimia/3236-wow/departamentos-santiago-de-surco-67818f7957a62_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ee-inmobiliaria/logo-366-20250912122354.jpg,Parque El Rosal,Entrega Inmediata,470000,Jr. Juan Santos Atahualpa 150,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3260-parque-el-rosal-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/3260-parque-el-rosal/departamentos-santiago-de-surco-689bb9127dc2c_xm.jpg,Santiago De Surco,150140
SEMBRA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/logo-428-20241129155138.jpeg,Irigoyen 128,En Construcción,554515,Pedro Irigoyen 128,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3281-irigoyen-128-santiago-de-surco-lima-lima-sembra-inmobiliaria,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/3281-irgoyen-128/departamentos-santiago-de-surco-65e5dc12b4626_xm.jpg,Santiago De Surco,150140
REDBAY INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/redbay-inmobiliaria/logo-470-20231027061813.jpg,BESIDE,En Construcción,338900,"Av. El Polo 828, Santiago de Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3330-beside-santiago-de-surco-lima-lima-redbay-inmobiliaria,https://e.nexoinmobiliario.pe/customers/redbay-inmobiliaria/3330-beside/departamentos-santiago-de-surco-6834d82340e76_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ee-inmobiliaria/logo-366-20250912122354.jpg,Samoa,En Construcción,677100, Jr. Batalla de San Juan N° 780,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3357-samoa-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/ee-inmobiliaria/3357-samoa/departamentos-santiago-de-surco-690eb46a71b0f_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ee-inmobiliaria/logo-366-20250912122354.jpg,Central Home Chacarilla,En Construcción,395000,Jr. Monterrey 319,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3358-central-home-chacarilla-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/3358-central-home-chacarilla/departamentos-santiago-de-surco-66fb07c346afd_xm.jpg,Santiago De Surco,150140
MADRID INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/madrid-inmobiliaria/logo-61-20250912112211.jpg,Serenity,En Construcción,796000,Jr. El Cascajal 206 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3405-serenity-santiago-de-surco-lima-lima-madrid-inmobiliaria,https://e.nexoinmobiliario.pe/customers/madrid-ingenieros/3405-serenity/departamentos-santiago-de-surco-680bc8d0886b7_xm.jpg,Santiago De Surco,150140
FORTEM GESTORA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/fortem-gestora-inmobiliaria/logo-549-20251009183824.png,GLAM,En Construcción,395580,"Av. Club Golf Los Incas 407, Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3410-glam-santiago-de-surco-lima-lima-fortem-gestora-inmobiliaria,https://e.nexoinmobiliario.pe/customers/fortem-gestora-inmobiliaria/3410-glam/departamentos-santiago-de-surco-68f90fc7c196b_xm.jpg,Santiago De Surco,150140
CONSTRUCTORA ATLAS,https://e.nexoinmobiliario.pe/customers/constructora-atlas/logo-550-20240726115049.png,LAS DOÑAS,Entrega Inmediata,766944,jr doña catalina 351 357,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3411-las-donas-santiago-de-surco-lima-lima-constructora-atlas,https://e.nexoinmobiliario.pe/customers/constructora-atlas/3411-las-donas/departamentos-santiago-de-surco-686813c83b698_xm.jpg,Santiago De Surco,150140
FORTEM GESTORA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/fortem-gestora-inmobiliaria/logo-549-20251009183824.png,VIA CADIZ,En Construcción,677255, Jirón El Cádiz 291,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3412-via-cadiz-santiago-de-surco-lima-lima-fortem-gestora-inmobiliaria,https://e.nexoinmobiliario.pe/customers/fortem-gestora-inmobiliaria/3412-via-cadiz/departamentos-santiago-de-surco-68dea12a35364_xm.jpg,Santiago De Surco,150140
IMAGINA,https://e.nexoinmobiliario.pe/customers/imagina/logo-186-20250912114720.jpg,Concepto Unity Park,En Planos,373772,Avenida caminos del inca 2090,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3413-concepto-unity-park-santiago-de-surco-lima-lima-imagina,https://e.nexoinmobiliario.pe/customers/inversiones-inmobiliarias-del-peru-s-a/3413-concepto-unity-park/departamentos-santiago-de-surco-67ed6dc8d0da9_xm.jpg,Santiago De Surco,150140
ENACORP,https://e.nexoinmobiliario.pe/customers/enacorp/logo-171-20231027061802.jpg,AZUL CONDOMINIO,En Construcción,390000,"Peña Rivera 400, 15049",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3430-azul-condominio-santiago-de-surco-lima-lima-enacorp,https://e.nexoinmobiliario.pe/customers/enacorp/3430-azul-condominio/departamentos-santiago-de-surco-68701c8e63e7d_xm.jpg,Santiago De Surco,150140
CONFORTA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/conforta-inmobiliaria/logo-372-20250912122600.jpg,Arcadia,En Planos,796273,Calle fortaleza de paramonga 239 surco,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3451-arcadia-santiago-de-surco-lima-lima-conforta-inmobiliaria,https://e.nexoinmobiliario.pe/customers/desarrolla-consultora-inmobiliaria-sac/3451-amara/departamentos-santiago-de-surco-66ccf77f818a8_xm.jpg,Santiago De Surco,150140
CONFORTA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/conforta-inmobiliaria/logo-372-20250912122600.jpg,Bosco,En Construcción,545346,calle Miguel Aljovin 850 - 854 Surco,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3456-bosco-santiago-de-surco-lima-lima-conforta-inmobiliaria,https://e.nexoinmobiliario.pe/customers/desarrolla-consultora-inmobiliaria-sac/3456-bosco/departamentos-santiago-de-surco-66d76de73976a_xm.jpg,Santiago De Surco,150140
CISSAC,https://e.nexoinmobiliario.pe/customers/cissac/logo-19-20250912110843.jpg,Casaparq Monterrico III - View,En Construcción,499000,Cruce de Cristobal de Peralta norte esquina con Jerónimo de Aliaga norte Chacarilla,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3464-casaparq-monterrico-iii-view-santiago-de-surco-lima-lima-cissac,https://e.nexoinmobiliario.pe/customers/corporacion-inmobiliaria-sudamericana-s-a-c/3464-casaparq-monterrico-iii-view/departamentos-santiago-de-surco-6706d03938d3a_xm.jpg,Santiago De Surco,150140
MAKE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/make-inmobiliaria/logo-557-20240911114102.png,MONTE SIERPE,En Construcción,785000,Calle Monte sierpe 106,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3477-monte-sierpe-santiago-de-surco-lima-lima-make-inmobiliaria,https://e.nexoinmobiliario.pe/customers/make-inmobiliaria/3477-monte-sierpe/departamentos-santiago-de-surco-691509a8e6b5f_xm.jpg,Santiago De Surco,150140
INMOBILIARIA HUANWIL,https://e.nexoinmobiliario.pe/customers/inmobiliaria-huanwil/logo-558-20250912124627.png,MORE,En Planos,466671,"Av. Circunvalación del Golf los Incas 170, Santiago de Surco 15023",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3480-more-santiago-de-surco-lima-lima-inmobiliaria-huanwil,https://e.nexoinmobiliario.pe/customers/inmobiliaria-huanwil/3480-more/departamentos-santiago-de-surco-692a201fc5ba8_xm.jpg,Santiago De Surco,150140
GRUPO CHACARILLA SUR,https://e.nexoinmobiliario.pe/customers/grupo-chacarilla-sur/logo-478-20240207131648.jpg,GARDEN HOMES,En Construcción,557205,Jiron Madreselva 267,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3481-garden-homes-santiago-de-surco-lima-lima-grupo-chacarilla-sur,https://e.nexoinmobiliario.pe/customers/grupo-chacarilla-sur/3481-garden-homes/departamentos-santiago-de-surco-684315ea3e6c5_xm.jpg,Santiago De Surco,150140
DOMUN INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/domun-inmobiliaria/logo-555-20250925103625.jpg,Parque Gardenias 2,En Construcción,599000, Jr. Los Alguaciles 126 - 136,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3489-parque-gardenias-2-santiago-de-surco-lima-lima-domun-inmobiliaria,https://e.nexoinmobiliario.pe/customers/domun-inmobiliaria/3489-parque-gardenias-2/departamentos-santiago-de-surco-68ed3a3a97b31_xm.jpg,Santiago De Surco,150140
URBALIMA,https://e.nexoinmobiliario.pe/customers/urbalima/logo-439-20231027061811.jpg,ASCEND,En Construcción,296000,Marginal de la Selva 110,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3511-ascend-santiago-de-surco-lima-lima-urbalima,https://e.nexoinmobiliario.pe/customers/urbalima/3511-ascend/departamentos-santiago-de-surco-68bf194b895fe_xm.jpg,Santiago De Surco,150140
